n_gram,pop_raw,rock_raw,country_raw,alternative_raw,punk_raw,metal_raw,rap_raw,soul_raw,jazz_raw,reggae_raw,electronic_raw,other_raw,counts_completed
"Fmaj7,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin,Aminmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj9,Bbminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj9,Bbminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbminmaj7,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7,Gno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7sus4,Ebdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7sus4,Cminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emajs9,Gmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin7,Emajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj911s,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin,B9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ano3d,As9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsminadd11,Fsadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin,C7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7sus4,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmaj7,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B,Amaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj11,Emaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Gmaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj7sus4,Bmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbmaj7,Bbdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7b9,A9",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7b9,Amin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin,G7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db9,Eb7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7sus2,Emaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj7sus4,Csmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj13,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsdim,Fadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd13,Cdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin7,Bbmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmajs911s,A7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db,Caug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caug,Ebmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj13,Gmaj13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmajs911s,Dbmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin7,Bmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmajs911s,Bbmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmajs911s,D",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7,Gno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eadd9,Gs7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin,Fs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7,Fs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsus4,Fminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7,Cmaj13",0,0,0,0,0,0,0,0,0,0,0,0,False
"D11,A7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin,Fsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"C,Fsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"C,Baugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Gmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Eminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"D11,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin,Gmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin,Emajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj911s,Cs",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim,A7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminmaj7,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"A11,Ano3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asus4,Aminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Bdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"C,B13",0,0,0,0,0,0,0,0,0,0,0,0,False
"B13,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caug,Dmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gdim7,B9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Fmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7,G7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd13,Fno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"D,Bmaj7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bsus2,Aminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"F9,Bb7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7b9,Fmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abaug,Ebmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbaug,Ebmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminb9,Bb",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminb9,Bbmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"C11,Abmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gbdim,Gaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminadd13,Gbdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmaj9,Dmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"D,Csminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin13,D7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"F9,B7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminadd11,Cmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dno3d,Aadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csus2,Bmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin13,Gminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gadd9,Gminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gminadd9,Bmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin9,Emin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin11,Bmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd11,Bmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gminadd9,Emin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"B,Ds13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmin7,Gb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin7,Csmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin9,Gsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin9,E11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abadd9,Fmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin7,Eminb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminb9,B7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd13,D13b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus2,Dsadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsadd13,E7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abminadd13,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin7,Dsaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd11,Emin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eaugmaj7,Gno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim7,Bminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Bbdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bdim,Dmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin,Ebmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsus4,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmin9,Dmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj9,Bbmaj13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsus2,Eaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj9,Fdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj9,B13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd13,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj9,Gsmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim7,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,Cdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7sus4,Bbadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7,Amaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin9,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmaj7,Bb11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsno3d,Caug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin,Asaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asaug,Fsmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gs,Asaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbno3d,Aaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aaug,Gno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aaug,Bbno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asus2,Aaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin7,Fsadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab7,F13",0,0,0,0,0,0,0,0,0,0,0,0,False
"F9,Db9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj7,B9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B9,C",0,0,0,0,0,0,0,0,0,0,0,0,False
"B9,Cmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj9,Cmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,Fmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7,Dmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd9,Badd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd11,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd11,Fadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"F,Badd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd11,Badd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7,Bb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb9,Csus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Gno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gno3d,E7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd13,E13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,Gmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7sus4,Amin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,A13",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Aaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7sus4,Baugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"As9,Bmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmajs9,C13",0,0,0,0,0,0,0,0,0,0,0,0,False
"C13,As9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B11b9,Edim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim7,As9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin9,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ddim,Ddim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminadd13,Fmaj7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsus4,Gbdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin11,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ano3d,Emajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emajs9,B",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj9,Badd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd13,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj9,Ebmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd13,Bb13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab13,G7",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7,Bb11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebadd13,Gb13",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Eb13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb13,Db9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db9,Eb13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db9,Fminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb13,Bb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abdim,Eb13",0,0,0,0,0,0,0,0,0,0,0,0,False
"D,Ab11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb13,E",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Fs13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmin7,Csaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"A,Dminmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gdim,Bb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb13,Fdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb13,Abmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"B11,Cmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,G13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13b,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd13,G13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13b,Cmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7,Eadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7sus4,Asus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gdim7,Dadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin11,Gmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7sus4,Fmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7sus4,Fsno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,G7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Ebmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"F13,Faugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Faugmaj9,Bbmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"A,Faugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Faugmaj7,D",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminb9,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ano3d,Gdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,Gminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminadd9,Fadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,D7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"G9,Eminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Abadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin11,Ebminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebminadd13,Ebmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin11,Bmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmajs911s,Fmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asus4,Ebminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminmaj7,E",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fno3d,Emaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj7,Fno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ano3d,Csdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj13,Ebsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin11,Abno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,Cminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cminadd13,Cmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7,Dmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin13,Bmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj7,Ebmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmaj9,Amin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj13,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmaj9,Amin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin9,Emin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj9,Gadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gadd11,A7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin11,Emaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj11,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"As7sus4,Fmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin11,Dmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin11,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"D13,Bmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd11,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj9,Aminmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminmaj9,Gsdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminadd11,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj9,Db7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs7sus4,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin9,Cmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7sus4,Fsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7,Daug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj9,Eb",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs7,A13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs11,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd9,Fs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd11,Fs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin13,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7sus4,Edim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsdim,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmin11,Gb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gb9,Db11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db11,Abmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmin11,Ebmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmin11,Gb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gb9,Ebmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db11,Ebmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmin11,Ab11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmin11,Bbmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db11,Ab11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab11,Abmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db11,Gb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7sus4,Gbdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dno3d,Dbsus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7sus4,Dsus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs7,Baug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asus2,Gmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin7,Esus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsno3d,Emajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emajs9,Eno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Emajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db,Dminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd11,Abadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abadd11,Gminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gminadd11,Fminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd11,Ebsus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebsus4,Eminb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminb9,Fmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmaj7,Aaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin9,Ds13",0,0,0,0,0,0,0,0,0,0,0,0,False
"F9,Ds13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ds13,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin11,Fs7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbmaj9,Bb13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb13b,Ebmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db,Bb13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb13b,Bb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin9,Gssus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gssus2,Fsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin9,E",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin9,Cmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,B11",0,0,0,0,0,0,0,0,0,0,0,0,False
"B11,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gbmin,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb9,Db",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7,Emajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emajs9,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Db7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db7b9,C",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7,G7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asno3d,Csadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abadd9,Bmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7b9,Dmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7,Daugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gno3d,Bb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdim,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin11,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs7,B11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd9,Gsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmin7,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin,Faugmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Faugmaj9,A",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd11,Gsdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus4,Gsdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gbsus4,Abadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbadd9,Ebdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd9,Gminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb13,Cmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin11,Bb13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmaj7,Abaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminadd11,A",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj911s,Fmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin,Fmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin11,Abmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Esus4,Fs7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aaug,Asmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eadd9,Gsaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsaugmaj7,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj9,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj9,Fmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj911s,Gsmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin9,Gs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gs9,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim7,Emajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emajs9,Gs7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7sus4,Aminmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminmaj9,Asmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmaj9,Eadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj9,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim7,Eadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin9,Gs7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminmaj9,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin7,Cmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmajs911s,C7",0,0,0,0,0,0,0,0,0,0,0,0,False
