n_gram,pop_raw,rock_raw,country_raw,alternative_raw,punk_raw,metal_raw,rap_raw,soul_raw,jazz_raw,reggae_raw,electronic_raw,other_raw,counts_completed
"Cs7,Csadd11",16,14,1,1,0,0,0,0,0,0,0,17,True
"Emin,Bmaj7sus4",3,0,0,0,1,0,0,0,0,0,0,1,True
"Bmaj7sus4,B7sus4",2,1,0,0,1,0,0,0,0,0,0,0,True
"Dadd13,Ddim7",19,7,0,1,0,0,1,2,3,0,0,19,True
"Ddim7,Dadd13",9,3,1,0,0,0,0,1,1,0,0,10,True
"E,Fadd9",64,45,3,1,5,3,1,1,3,0,0,43,True
"Csno3d,Emin",17,22,1,1,5,5,1,1,0,0,0,12,True
"Bno3d,Bminadd13",6,6,0,0,0,0,0,0,0,0,0,1,True
"Bminadd13,Bno3d",4,7,0,0,0,0,0,0,0,0,0,1,True
"D9,Fmaj911s",0,1,0,0,0,0,0,0,0,0,0,0,True
"Fmaj911s,C",3,8,0,0,1,1,0,0,0,0,0,9,True
"D9,E7sus4",5,4,0,0,0,0,0,0,0,0,0,9,True
"B9,Fsno3d",9,12,0,0,0,0,0,1,0,0,0,8,True
"B9,Cs11",2,3,0,0,0,0,0,0,0,1,0,4,True
"Cs11,B9",1,2,0,1,0,0,0,0,0,0,0,2,True
"B9,Gsmin11",3,2,0,0,0,0,1,1,0,0,0,2,True
"B9,F",43,26,0,1,0,0,2,3,4,0,0,35,True
"Fsmin13,Fsmin7",34,20,1,1,2,0,0,5,3,1,1,24,True
"Amin,Eminadd9",7,4,0,2,0,1,0,0,0,0,1,6,True
"F,Aadd11",16,7,0,0,0,1,0,0,0,0,0,14,True
"Fs7,Ebmaj7",13,7,0,0,1,0,1,4,3,0,0,9,True
"A11,A7",33,24,1,1,0,0,0,2,1,1,0,14,True
"A11,Aadd11",1,3,0,0,0,0,0,0,0,0,0,0,True
"Dmin7,Eadd11",15,3,0,0,0,0,0,0,0,0,0,6,True
"Cmaj11,C",4,0,0,1,0,0,0,0,0,0,0,3,True
"Csmin,Emin11",0,1,0,0,0,0,0,0,0,0,0,0,True
"Emin11,A7",24,17,1,0,1,1,3,3,1,0,0,27,True
"E,Emin11",10,10,0,0,0,2,0,1,1,0,0,3,True
"Bmin,Gmajs9",0,0,0,1,0,0,0,0,0,0,0,0,True
"Gmajs9,Gmin",1,4,0,1,0,0,0,0,0,0,0,0,True
"Emin,Gmajs9",0,0,0,1,0,1,0,0,0,0,0,0,True
"Gmajs9,Emin",0,1,0,1,0,1,0,0,0,0,0,0,True
"Bb7,Eb7b9",0,0,0,0,0,0,0,1,1,0,0,0,True
"Eb7b9,Bbmin7",0,0,0,0,0,0,0,1,0,0,0,0,True
"Eb7b9,Bmaj7",0,0,0,0,0,0,0,1,0,0,0,0,True
"C,Db9",12,7,0,0,0,0,1,0,2,0,0,8,True
"Db9,C",13,13,3,2,0,0,1,9,8,0,0,15,True
"Bmaj7,A7",24,17,2,2,0,0,2,3,4,0,0,21,True
"Ab9,Dbmaj13",3,1,0,0,0,0,0,0,1,0,0,2,True
"Dbmaj13,Gmaj7",1,3,0,0,0,0,0,0,1,0,0,2,True
"F,Aminmaj7",4,1,0,0,0,1,0,0,0,0,0,3,True
"Aminmaj7,Dmin",7,4,0,0,0,1,1,0,0,0,0,2,True
"Fmin,D7sus2",3,1,1,0,0,0,1,1,0,0,0,6,True
"Gadd9,G7",33,21,1,1,1,2,1,2,0,0,0,30,True
"Fmin7,A7",31,18,2,0,0,0,1,5,4,0,0,26,True
"Cadd9,Gminadd9",2,3,0,0,0,1,0,0,0,0,0,0,True
"Gminadd9,C7sus4",2,1,0,0,0,1,0,0,0,0,0,2,True
"C7sus4,Gminadd9",0,1,0,0,0,0,0,0,0,0,0,1,True
"C7sus4,Ds",69,44,6,4,1,2,0,2,1,0,0,44,True
"C,Gminadd9",10,10,1,0,1,1,0,0,0,0,0,9,True
"Gbno3d,F7",10,15,0,0,0,0,0,0,1,0,0,6,True
"Bb7,Cdim7",44,25,3,0,1,1,0,3,5,0,0,55,True
"Csmin,F7",48,33,3,0,1,0,2,4,5,2,0,65,True
"Emin,Amin11",15,11,0,0,2,0,1,2,0,0,0,9,True
"Dno3d,Gmaj7",20,12,2,0,1,0,0,0,0,0,0,9,True
"Dno3d,A7sus4",6,4,1,0,0,0,0,0,0,0,0,3,True
"Bbno3d,Gb7",9,5,0,0,0,0,0,0,2,0,0,3,True
"Emin7,Fmin",89,41,4,3,3,1,3,8,6,0,0,83,True
"Bb,Gadd11",26,17,1,1,1,1,0,0,0,0,0,17,True
"Dmin9,Bbmaj7",42,35,1,4,0,0,5,4,1,1,1,37,True
"Bb7sus4,Bdim7",2,3,0,1,0,0,0,0,0,0,0,5,True
"Bb7sus4,Cdim7",3,2,0,0,0,0,0,0,0,0,0,0,True
"Fmin7,Abaugmaj7",3,1,0,0,0,0,0,2,0,0,0,3,True
"Abaugmaj7,Gaugmaj7",3,1,0,0,0,0,0,0,0,0,0,0,True
"Cmin,Bmaj9",1,2,0,0,0,0,0,0,0,0,0,2,True
"Abmaj9,Gaugmaj9",0,1,0,0,0,0,0,0,0,0,0,1,True
"Gaugmaj9,Gb13",0,1,0,0,0,0,0,0,0,0,0,0,True
"Gb13,Faugmaj7",2,2,0,0,0,0,1,0,0,0,0,0,True
"Faugmaj7,Bbmaj9",1,2,0,0,0,0,0,0,2,0,0,2,True
"Ebmaj9,Gaugmaj9",0,1,0,1,0,0,0,0,0,0,0,0,True
"Gaugmaj9,Cmin11",0,1,0,0,0,0,0,0,0,0,0,1,True
"F7,Gbmaj9",7,7,0,1,0,0,0,2,0,0,0,9,True
"Faugmaj9,Bmaj9",0,1,0,0,0,0,0,0,0,0,0,0,True
"Bmaj9,Daugmaj9",0,1,0,0,0,0,0,0,0,0,0,0,True
"Daugmaj9,A13",1,1,0,0,0,0,0,0,0,0,0,0,True
"Ab13,Gaugmaj9",0,1,0,0,0,0,0,0,0,0,0,0,True
"Gaugmaj9,Bb",0,1,0,0,0,0,0,0,0,0,0,0,True
"Eb7,Gaugmaj7",0,1,0,0,0,0,0,0,0,0,0,0,True
"Fadd9,Bbmin7",10,2,0,0,0,0,0,3,0,0,0,9,True
"Amaj9,Cmaj9",2,3,0,0,0,0,0,1,0,0,0,2,True
"G,Abmaj9",7,10,0,0,1,0,0,1,0,0,0,9,True
"Csus4,Dminadd11",10,3,1,0,1,0,0,0,0,0,0,4,True
"Dminadd11,Bb",12,4,0,0,2,0,0,1,0,0,0,9,True
"Dminadd11,Bbmaj7",5,1,0,0,0,0,0,0,0,0,0,2,True
"Amin,Eadd9",43,13,1,0,1,0,2,1,0,1,1,24,True
"Fsaug,Emin7",4,4,0,0,0,0,0,0,3,0,0,12,True
"Bbaug,Emin",20,10,2,0,2,1,0,1,0,0,0,12,True
"Dsmin11,Gsadd13",13,10,0,1,0,0,0,2,1,0,0,5,True
"Faug,Csaug",2,6,1,0,0,0,0,0,1,0,0,4,True
"Faug,Fsmin7",40,31,1,1,0,1,0,1,3,1,0,36,True
"Fsmin7,Faug",23,18,4,1,0,0,1,1,1,1,0,31,True
"Dminmaj7,Fdim",0,0,0,0,0,0,0,0,0,0,0,1,True
"Gmaj7,Gno3d",25,16,1,1,2,1,0,0,0,1,0,16,True
"Bmin7,Gno3d",31,30,1,0,3,1,0,0,2,0,0,18,True
"Fadd13,Emin9",5,2,0,1,0,0,1,2,1,0,0,5,True
"Dmaj7sus2,Dsus4",13,3,0,0,0,0,0,0,0,0,1,4,True
"Dadd11,E",112,49,8,1,2,1,1,1,0,0,0,98,True
"Dmin7,Fs",104,73,4,1,3,3,4,7,10,1,0,82,True
"Bb7,Eb9",11,7,1,0,1,0,1,5,4,0,0,17,True
"Abmaj7,Ebdim7",3,4,0,1,0,0,0,0,0,0,0,5,True
"E,D11",7,5,0,0,0,0,0,0,0,0,0,2,True
"D11,A",37,28,2,1,1,1,0,1,1,0,0,18,True
"Emin7,Gminmaj7",6,1,0,0,0,0,0,0,0,0,0,3,True
"Gminmaj7,Cmaj7",4,0,0,0,0,0,0,1,0,0,0,0,True
"Csno3d,Dsadd11",6,5,0,0,1,0,0,0,0,0,0,1,True
"Gsadd11,Fsadd11",5,3,0,0,0,0,0,0,0,1,0,3,True
"Fsadd11,Csno3d",9,5,0,0,0,1,0,0,0,0,0,2,True
"Bmin,Fdim7",25,22,1,1,1,1,0,4,1,0,0,30,True
"Bmaj7,Bdim7",22,11,0,1,1,0,0,1,0,0,0,12,True
"D7sus2,Csus2",13,3,0,0,0,0,0,0,0,0,0,12,True
"Daug,D7",15,9,0,1,0,0,0,2,2,0,0,13,True
"C9,Gmin11",4,3,0,0,0,0,0,0,0,0,0,3,True
"C7,Abdim7",5,3,0,0,0,0,0,1,1,0,0,3,True
"Abdim7,C",61,30,0,1,3,0,1,8,1,0,2,54,True
"C7,Gmin11",6,2,0,0,0,0,0,1,0,0,0,7,True
"A7sus4,B7",8,8,0,2,0,0,0,3,1,0,0,6,True
"B7sus4,Bb7",2,2,0,1,0,0,0,0,1,0,0,0,True
"A7sus4,Cs7",0,0,0,1,0,0,0,0,0,0,0,3,True
"Cs7sus4,B7",16,9,0,3,0,0,0,1,1,0,0,10,True
"Eb,Bmajs9",0,2,0,0,0,1,0,0,0,0,0,1,True
"Bmajs9,Eb",1,1,0,0,0,0,0,0,0,1,0,0,True
"Gmin7,G13b",1,2,0,0,0,0,0,0,0,0,0,3,True
"Fmaj7,Emajs9",4,2,0,0,0,0,0,3,1,0,0,7,True
"Fs7,E7sus4",10,8,0,0,0,0,0,1,0,0,0,11,True
"G7sus4,Gs7",5,5,0,1,0,0,0,0,1,0,0,7,True
"Bbminadd13,Fadd9",9,9,1,0,1,0,1,0,1,0,0,11,True
"Bbminadd13,F9",7,2,1,1,0,0,0,1,1,0,0,9,True
"F9,Aaugmaj7",0,0,0,0,0,0,0,0,0,0,0,1,True
"Bbminadd13,Bbmaj7",14,10,0,0,1,0,1,4,4,0,0,19,True
"F7,Cmin9",28,17,2,0,0,0,2,3,2,0,0,23,True
"Emaj7,Fmaj7",64,41,3,4,1,0,2,13,2,0,1,46,True
"Cno3d,Badd13",9,1,0,1,1,0,0,0,0,0,0,4,True
"Gminadd9,Bbmaj7",13,5,0,1,1,0,1,0,0,0,0,10,True
"Amin7,E11",8,4,1,0,0,0,0,0,1,0,0,4,True
"E11,D11",3,8,0,0,0,0,0,0,0,0,0,2,True
"As,D9",31,13,0,2,0,1,0,0,0,0,0,11,True
"Aminadd13,D7",62,23,1,3,1,0,5,5,6,3,1,73,True
"D9,As",34,29,3,2,4,2,2,0,3,2,0,27,True
"Aaug,Eaug",2,2,0,0,0,1,0,0,1,0,0,4,True
"Emin,D11",16,8,1,1,0,0,0,0,0,0,0,14,True
"A13,Cs7",6,3,0,0,0,0,0,1,0,0,0,6,True
"Dmaj9,E7sus4",5,3,0,0,0,0,0,1,1,0,0,6,True
"Csdim,Ddim",18,7,3,0,0,0,0,4,4,0,0,23,True
"Amin,F9",117,98,13,5,2,1,4,6,1,9,0,126,True
"A7b9,F",11,10,1,1,0,0,0,2,2,0,0,5,True
"Eminadd9,Emin9",3,2,0,0,0,0,0,0,0,0,0,0,True
"Fdim,Cmaj13",1,0,0,0,0,0,0,0,1,0,0,1,True
"Dmin7,Eaug",10,2,0,0,0,0,0,2,3,0,0,9,True
"Amin,Fdim7",14,13,0,1,0,0,0,2,1,1,0,21,True
"Aminadd9,Fdim7",1,0,0,0,0,0,0,0,0,0,0,0,True
"Fdim7,Eno3d",2,1,0,0,0,0,0,0,0,0,0,1,True
"Abdim7,Eno3d",1,4,0,0,0,1,0,0,0,0,0,0,True
"Ebdim7,Eb7sus4",2,1,0,0,0,0,0,0,0,0,0,2,True
"Eb7sus4,Dmin",3,1,0,0,0,0,0,0,1,0,0,7,True
"Fssus4,Fno3d",2,4,0,0,0,0,0,0,1,0,0,4,True
"Ebmin,Baugmaj7",2,0,0,0,0,0,0,0,0,0,0,0,True
"Baugmaj7,Abmin",3,1,0,1,0,0,0,0,0,0,0,0,True
"Baugmaj7,Eb7",2,0,0,0,0,0,0,0,0,0,0,0,True
"Cadd11,Emin7",3,2,0,0,1,0,0,0,0,0,0,5,True
"Amin,Cadd11",15,8,0,0,0,1,0,0,0,0,0,16,True
"Cmaj13,Cadd11",2,0,0,0,0,0,0,0,0,0,0,0,True
"Fmin,Amin9",4,1,0,0,0,0,0,0,0,1,0,0,True
"Fs,Dadd11",9,2,0,0,0,0,0,0,0,0,0,3,True
"Dadd11,C7",3,3,0,0,0,0,0,0,0,0,0,1,True
"Ddim,Cadd9",1,1,0,0,1,0,0,0,0,0,0,2,True
"Cadd13,Csno3d",4,4,1,1,1,0,0,0,0,0,0,3,True
"Amaj7,Fsminmaj7",3,0,0,0,0,0,0,0,0,0,0,2,True
"Fsminmaj7,Bmin7",4,2,0,0,0,0,0,0,0,0,0,2,True
"Fsminmaj7,Emin",5,0,0,0,0,0,0,0,0,0,0,4,True
"E7,Csminmaj7",2,0,0,0,0,0,0,0,0,0,0,0,True
"Csminmaj7,Fsminmaj7",2,0,0,0,0,0,1,0,0,0,0,0,True
"Bminmaj7,Eadd13",5,0,0,0,0,0,0,0,0,0,0,0,True
"E7,Dsus4",38,27,2,1,0,1,3,2,0,0,1,28,True
"Fsminmaj7,Emin7",2,0,0,0,0,0,0,1,0,0,0,0,True
"Bminmaj7,E7",8,1,0,0,0,0,0,0,0,0,0,8,True
"Fsmin7,Bminmaj7",3,0,0,0,0,0,0,0,0,0,0,0,True
"Dmin9,Gadd11",3,1,1,0,0,0,0,0,0,0,0,1,True
"G7,D7sus4",16,12,0,1,0,0,0,1,4,0,0,15,True
"Dmin,Eaugmaj7",2,1,0,0,0,0,0,0,0,0,0,2,True
"Eaugmaj7,Dsus2",1,2,0,0,0,0,0,0,0,0,0,0,True
"Fsus2,Gmaj9",0,2,0,0,0,0,0,0,0,0,0,1,True
"D7sus4,Eaugmaj7",0,2,0,0,0,0,0,0,0,0,0,2,True
"Eaugmaj7,Dsus4",2,2,0,0,0,0,0,0,0,0,0,2,True
"Eaugmaj7,Cmin",0,1,0,0,0,0,0,0,0,0,0,0,True
"Gsus4,Gdim",2,1,0,0,0,0,0,0,0,0,0,2,True
"Gdim,Gsus4",6,4,0,0,0,0,1,0,0,0,0,1,True
"Gdim,Dsus4",2,2,0,0,1,1,0,0,0,0,0,4,True
"Dsmaj7sus2,Cmaj7",4,1,0,0,1,0,1,0,0,0,0,0,True
"Dsus2,Dmin11",1,4,0,0,0,0,0,2,0,0,0,0,True
"Dmin11,Dsus2",2,3,0,0,0,0,0,1,0,0,0,0,True
"Bbmaj7,Amin11",7,13,0,0,0,0,0,1,1,0,0,7,True
"Gaug,Gadd13",22,24,0,0,0,2,0,6,3,1,0,37,True
"Abaug,G7",2,2,0,0,0,0,0,1,0,0,0,4,True
"Gbmaj7,Csus4",10,7,1,0,0,0,0,1,0,0,1,8,True
"Fsminadd9,A",28,14,1,1,1,1,2,0,0,0,0,18,True
"Bminadd11,Emin",6,5,0,1,2,0,0,0,0,0,0,5,True
"Bmin7,Ebaug",6,2,0,0,0,0,0,0,0,0,0,1,True
"Dminadd13,Fmaj7",29,15,1,1,2,1,0,0,2,0,0,18,True
"A7sus2,G9",39,40,3,1,0,0,3,4,1,0,0,43,True
"Dminadd13,D7",4,9,1,0,0,0,0,2,0,0,0,16,True
"Dmaj7,Aaug",8,5,1,0,0,0,0,2,0,0,0,6,True
"Abaug,G",17,15,4,1,0,1,1,2,0,0,0,21,True
"Amin7,Abdim",37,22,4,2,0,0,0,8,6,0,2,41,True
"Fmaj7,Dno3d",14,10,0,1,2,2,0,0,0,0,0,11,True
"Dsus2,Cadd11",2,3,0,0,0,0,0,0,0,0,0,3,True
"Cadd11,G7",12,3,0,0,0,2,2,0,0,0,0,6,True
"Dssus4,Fsmin",24,18,1,0,3,1,2,0,1,0,0,13,True
"D9,Bb7",7,5,0,0,0,1,0,2,2,0,0,8,True
"C,Abminadd13",25,12,1,0,1,0,0,0,2,0,0,23,True
"Dmin9,Fmin7",6,4,0,0,0,0,2,0,1,0,0,3,True
"E,Dadd11",19,9,0,0,0,1,0,0,0,0,0,9,True
"Fmin,Aadd9",5,0,0,0,0,0,0,0,0,0,0,1,True
"Fmin,Bsus4",16,8,0,1,2,0,0,0,0,0,0,5,True
"C7,Aadd11",1,0,0,0,0,0,0,0,0,0,0,5,True
"Amin,Fminmaj7",1,1,0,0,1,0,0,0,0,0,0,3,True
"Gmaj911s,Bb",1,1,0,0,0,0,0,0,0,0,0,0,True
"Eb,Abmaj911s",5,1,0,0,0,0,0,1,0,0,0,4,True
"Gmin9,Cmaj7",4,1,0,0,1,0,0,1,1,0,0,5,True
"A,D11",24,13,1,0,0,0,0,0,1,0,0,15,True
"Csus2,E7sus2",0,4,0,0,0,0,0,0,0,0,0,1,True
"E7sus2,Csus2",2,1,0,0,0,0,0,0,0,0,0,0,True
"Dsus2,E7sus2",9,5,0,0,0,0,1,0,0,0,0,6,True
"Emin9,Aadd9",4,2,0,0,0,0,0,0,0,0,0,4,True
"Esus4,Emaj7sus4",7,2,0,0,0,0,0,0,0,0,0,2,True
"Emaj7sus4,E7",2,1,0,0,1,0,0,0,0,0,0,0,True
"Amaj9,Dno3d",3,0,0,0,0,0,0,0,0,0,0,2,True
"Dno3d,Amaj9",3,0,0,0,0,0,0,0,0,0,0,0,True
"Ebdim,Ebdim",11,2,1,0,0,1,0,0,1,1,0,9,True
"Bmaj7,Gsaugmaj7",0,2,0,0,0,0,1,1,5,0,0,3,True
"Fsus4,Gdim7",9,2,1,0,0,0,0,0,0,0,0,6,True
"D11,Fsmin",4,4,0,0,0,1,0,0,0,0,0,2,True
"Fsus4,D11",1,1,1,0,0,0,0,0,0,0,0,0,True
"D11,Fsus4",2,3,0,0,0,0,0,0,0,0,0,0,True
"D11,Emin",27,20,2,0,1,1,1,0,1,1,0,23,True
"Dsmin,Gaugmaj7",1,0,0,0,0,0,0,0,0,0,0,1,True
"Bdim7,Dsmin7",15,7,1,1,0,0,3,4,2,0,0,15,True
"G,D11",51,31,3,2,2,0,0,3,2,1,0,52,True
"Cssus4,Gmaj7",4,8,0,0,0,0,1,1,0,0,0,3,True
"Ano3d,Dssus4",6,6,0,1,0,0,0,0,0,0,0,0,True
"Cmaj7,Asdim",6,3,0,0,0,0,1,5,1,0,0,8,True
"Dadd13,Eminadd9",15,5,0,1,0,1,1,1,0,0,0,4,True
"Dadd11,Asus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebaug,Asus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin7,Dmaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7sus4,Emin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Dadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7sus4,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Dmaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsdim,Fdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsaug,Fs",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj7,Fmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin7,Aaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aaugmaj7,Amin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminadd13,Cmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csadd11,Bmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,B7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmin7,Bbmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab9,Bbmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab9,Gb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmajs9,Ebmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmin9,Eb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csus4,Ano3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd9,Eno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Bno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bno3d,Dminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj7,Dminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd9,Fno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,Dminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Dminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin7,Cminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cminadd11,F",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsadd11,Esus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd11,Asus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd11,F",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin7,Bmaj7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj7sus2,F",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7,Fsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13,F13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7,Dadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd11,G13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd11,Dmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7,Cs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7,Gmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmaj7,Dbminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb9,Eb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gdim7,Asus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gdim7,Csmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"G9,Asus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"C,Fssus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin7,Csus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin7,Ebdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cminadd13,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B11,Fsmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"C,Bbmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmaj911s,Dadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7sus2,Dadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E,Bbadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,Bbmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmaj911s,Cno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsaug,Gsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gbaug,Fmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,Csus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj7,Dsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsmin11,Bmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj7sus2,Ano3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7b9,Fmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7b9,Amin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd11,Fmaj7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"E,Gmaj7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj9,D7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbminadd13,Gmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,D7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsno3d,Bmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin7,Csmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmajs9,Bno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7sus4,Fs",0,0,0,0,0,0,0,0,0,0,0,0,False
"D11,Cmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj7,G7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7sus4,A7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus4,Fs",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,A",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7b9,Emin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,Fadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7,Gaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gaugmaj7,C",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7,D13b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Bno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd13,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A9,Asdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,Eb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb7,Amin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eadd9,Amin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,B7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb7,B7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7sus2,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7,Bminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd9,Cs",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Gs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gs11,E",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbaug,Cdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7,Fssus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13,D7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Dsaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsaug,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsaug,Gmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G9,G13",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Dmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd13,A7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7b9,Eno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7,Fmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj911s,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin,Fsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdim,Asmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dno3d,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asus4,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,Dsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amajs9,Dmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
